st_teff,pl_eqt,pl_rade,pl_orbsmax
5627.0,1397.0,13.57407563,0.03515
6540.0,3646.0,15.098497,0.01791
3131.0,384.0,2.122,0.0377
5968.0,780.53,2.08874836,0.127
4580.0,666.0,2.69,0.078
4580.0,306.0,7.27,0.371
3373.0,378.0,2.2,0.0533
3342.0,395.0,2.19,0.057
3366.0,403.0,2.09,0.054
5659.0,722.0,3.05,0.133
6200.0,1363.43,12.41899699,0.111
6177.0,1484.0,11.98240037,0.1108
6630.0,1802.0,14.35870428,0.05064
6280.0,1580.0,16.28664896,0.0513
5673.0,1188.0,10.76062147,0.075
5026.0,497.0,11.29,0.2069
5026.0,628.0,7.69,0.1293
5695.0,348.0,11.32107051,0.828
5966.0,1763.0,19.83989584,0.03319
5634.0,1860.0,3.51,0.02234
5298.0,805.0,3.03,0.08911
6101.0,1259.0,11.1529358,0.0854
6248.0,1688.0,14.36991326,0.05009
3491.0,284.0,1.74,0.1363
5730.0,747.0,16.47720163,0.1992
5525.0,842.0,9.97599282,0.127
5581.0,799.0,11.2089807,0.158
5306.0,1091.0,8.60849718,0.04871
5360.0,1000.0,10.83908434,0.05649
5651.0,860.0,10.42435205,0.112
4802.0,885.0,6.81,0.0471
3707.0,624.0,11.72459381,0.05263
5059.0,1311.0,1.402,0.02118
5059.0,696.0,2.18,0.0749
3943.0,889.7,11.48920522,0.02793
3100.0,449.0,2.86,0.02267
5808.0,1080.0,9.86390302,0.0831
5607.0,1534.0,10.36830715,0.0543
3433.0,458.0,1.52,0.0559
4375.0,519.0,2.363,0.105
5730.0,414.0,9.60609646,0.347
6005.0,1509.4,2.83,0.0482
7360.0,1595.0,11.14172682,0.1166
5905.0,1443.0,6.06,0.0491
5831.0,1100.0,11.2089807,0.073
5802.0,636.0,11.54525012,0.327
4870.0,338.0,11.25381662,0.3715
5611.0,1352.0,10.92875618,0.0672
6095.0,1027.0,7.16253867,0.1528
5771.0,1431.0,13.64132951,0.04145
6120.0,2410.0,17.37392009,0.048
5936.0,1456.0,14.4595851,0.0571
5760.0,1445.0,12.07207221,0.0635
5579.0,592.0,12.10569916,0.3
4026.0,493.0,1.71,0.0943
4050.0,438.59,1.47291596,0.091
6100.0,1387.0,18.10250383,0.0607
3514.0,531.0,2.77,0.0345
3506.0,581.0,1.206,0.03197
3506.0,488.0,2.355,0.04526
3506.0,387.0,2.133,0.0721
5665.0,1603.0,13.72,0.036
5764.0,1205.0,17.26183028,0.0569
6280.0,1893.0,18.11371281,0.03185
5721.0,1376.0,15.27784069,0.0493
5910.0,1471.0,12.84549188,0.0475
5152.0,979.0,1.42,0.0503
5152.0,475.0,1.88,0.213
4738.0,1186.0,12.32987877,0.0261
5691.0,1544.0,13.15934334,0.03386
5940.0,1358.0,13.4,0.048
4672.0,1001.0,12.55405838,0.0384
5760.0,1596.0,16.43236571,0.0505
6177.0,2155.0,7.16,0.0249
3388.8,604.0,11.39953337,0.02709
5068.0,1722.0,3.82,0.01714
5614.0,1213.02,4.94057819,0.0638
5251.0,1871.0,3.2,0.0159
5850.0,1616.0,15.55806521,0.047
5609.0,1488.0,12.97999965,0.03144
5706.0,1264.0,12.22899794,0.0675
5810.0,1498.0,23.53885947,0.04289
4969.0,899.0,5.3,0.0485
3870.0,690.0,8.29464572,0.043
3865.0,711.0,8.29464572,0.04194
5950.0,1534.0,13.08088048,0.0456
5321.0,801.0,12.59889431,0.0813
3660.0,750.0,11.32107051,0.027
3652.0,764.0,11.14172682,0.0263
3913.0,759.0,12.0,0.03845
3576.0,582.0,5.14,0.043
5772.0,1646.0,18.49481816,0.0421
5859.0,1633.0,13.13692538,0.04611
5905.0,1178.0,10.87271128,0.099
3180.0,441.0,6.43,0.0361
3269.0,463.0,6.0,0.0354
6000.0,1504.0,15.15454191,0.05539
6000.0,1519.0,15.22179579,0.0543
6000.0,1531.0,15.27784069,0.05354
5725.0,1512.0,14.28024141,0.0463
6100.0,1198.0,12.31866979,0.0795
5975.0,1295.0,12.27383387,0.0743
3476.0,563.0,7.9,0.041
4960.0,1441.0,3.02,0.0229
4960.0,907.0,5.93,0.058
4960.0,650.0,6.18,0.113
3392.0,584.0,1.32,0.0322
3392.0,368.0,2.08,0.0809
6060.0,1458.0,13.04725353,0.04469
6169.0,1241.0,1.362,0.05727
6169.0,931.0,2.328,0.1017
6096.0,605.1,12.28504285,0.3081
6202.0,1570.0,13.57407563,0.05222
5281.0,1074.0,13.30506009,0.04823
6860.0,1669.0,16.11851425,0.06311
3794.0,725.0,13.67495645,0.04
3920.0,739.0,12.69,0.03944
3926.0,750.0,12.66614819,0.03924
5291.0,922.0,2.64,0.0554
5325.0,981.4,2.68,0.056
5291.0,635.0,5.09,0.117
5325.0,673.6,5.09,0.1189
4850.0,1862.0,1.28,0.0113
4850.0,633.0,3.29,0.098
6219.0,904.0,11.2089807,0.201
3422.0,435.0,2.52,0.0534
5640.0,1395.0,13.26022417,0.04036
5433.0,705.0,12.17,0.118
6096.0,318.0,12.53,0.768
5170.0,347.0,6.8,0.349
5170.0,191.0,9.42,1.152
6264.0,1677.0,11.67975789,0.0888
6058.0,1472.0,12.44196858,0.0555
6174.0,1198.94,2.85372018,0.077
5735.0,1370.0,11.09691,0.097
3390.0,624.0,8.47398941,0.01845
3260.0,694.0,8.7,0.01808
5805.0,894.0,12.87,0.098
5640.0,717.6,8.54124329,0.1515
4440.0,1617.0,1.166,0.01189
5749.0,1040.0,6.25,0.06614
5909.0,1056.0,10.76062147,0.093
4780.0,550.0,3.48935569,0.1481
5808.0,1180.0,6.6,0.073
6160.0,976.0,11.98240037,0.2157
6300.0,906.0,11.88151954,0.158
3350.0,760.0,11.99363,0.012
3322.0,687.0,11.54525012,0.0159
3354.0,754.0,11.87031056,0.01648
3430.0,737.0,11.6,0.0199
4230.0,783.0,9.86,0.0469
6500.0,1772.0,12.778238,0.05593
3586.0,675.0,11.9,0.034
3659.0,565.0,9.30345398,0.052
4610.0,1043.0,9.86390302,0.0295
6240.0,1648.0,13.09208946,0.073
6240.0,1655.0,13.19297028,0.0726
6240.0,1682.0,13.5292397,0.06975
3927.0,867.0,5.82,0.0296
3747.0,689.0,10.60369574,0.04041
3770.0,679.0,9.7,0.04
6000.0,947.0,10.3,0.098
6000.0,1242.0,3.52,0.057
4169.0,999.0,2.018,0.0225
5700.0,441.0,11.30986153,0.332
3790.0,528.0,9.75,0.0712
6466.0,1061.0,12.17295304,0.1291
5925.0,1180.0,12.22899794,0.0723
5326.0,2480.0,1.45,0.01064
5342.0,2134.77,1.45661206,0.0104
5372.0,2310.0,1.425,0.0106
5372.0,800.0,2.91,0.0884
5342.0,738.68,2.92706747,0.087
5326.0,860.0,2.9,0.0888
5342.0,552.84,2.72148317,0.156
5372.0,598.0,2.82,0.158
5372.0,415.0,2.55,0.328
3996.0,939.0,10.78,0.0272
3896.0,837.0,10.42,0.0272
5640.0,1714.0,11.43318,0.02734
5485.0,513.0,4.91,0.249
3713.0,742.0,10.3,0.03379
3325.0,708.0,1.09,0.018288
6235.0,1040.0,8.54,0.114
3075.0,707.0,1.03,0.010777
6110.0,1890.0,13.67495645,0.055
3635.0,714.0,11.92,0.02949
6110.0,1439.0,6.41,0.069
6110.0,1750.0,14.3474953,0.036
6850.0,1666.0,18.97680433,0.0678
6400.0,1388.0,9.2362001,0.0708
6250.0,1586.0,11.88154,0.0486
3444.0,745.0,11.29,0.02292
6460.0,1749.0,19.851139,0.06608
5463.0,833.0,10.98480109,0.134
3681.0,674.0,2.27,0.0295
3681.0,553.0,2.26,0.0437
3681.0,482.0,1.92,0.0576
5940.0,1493.0,5.09,0.0633
5597.0,1124.85,2.58606487,0.048
5600.0,1235.0,2.6,0.047
6400.0,599.0,9.52763359,0.402
3514.0,635.0,5.25,0.025
6295.0,1252.0,13.11453,0.1038
3007.0,417.9,9.5836785,0.02604
5585.0,1055.8,1.992,0.0618
5278.0,641.0,2.5,0.122
3266.0,555.4,8.33948164,0.03418
5450.0,1038.0,2.28,0.06
5450.0,800.0,2.63,0.1011
3370.0,543.0,1.36,0.0208
3725.0,520.0,1.798,0.0653
3709.0,514.0,1.85,0.0652
3709.0,415.0,2.02,0.1
3725.0,420.0,2.047,0.1001
6643.0,1561.0,15.4,0.06
3370.0,435.0,2.734,0.0578
4869.0,686.0,2.94,0.0903
4869.0,469.0,2.62,0.193
4600.0,1253.0,2.926,0.02177
4552.0,871.0,1.704,0.0422
4552.0,665.0,2.587,0.075
5995.0,995.3,9.16894621,0.0888
6000.0,1022.0,9.71,0.083
5842.0,1529.0,14.06727078,0.04435
6261.0,1397.0,11.99363,0.092
5570.0,1192.0,13.125739,0.04666
5626.0,1317.0,3.186,0.041657
5710.0,1526.0,9.550068,0.04963
4435.0,941.0,2.765,0.02636
2559.0,400.1,1.086,0.01111
2559.0,341.9,1.056,0.01521
2559.0,288.0,0.772,0.02144
2559.0,251.3,0.918,0.02817
2559.0,219.0,1.045,0.0371
2559.0,198.6,1.127,0.0451
5226.0,1147.0,12.318691,0.03946
5230.0,1140.0,11.96,0.03925
5850.0,1472.0,13.955205,0.0367
5850.0,1470.0,13.977623,0.0367
5850.0,1466.0,13.372337,0.03567
5795.0,1467.0,14.134549,0.03635
5850.0,1498.0,13.719816,0.03558
5650.0,1630.0,14.627745,0.02283
5650.0,1638.0,14.68379,0.02276
5650.0,1623.0,14.706208,0.02272
6200.0,1805.0,19.447615,0.0502
6200.0,1785.0,19.626959,0.05092
6200.0,1861.0,20.28829,0.04965
6295.0,1795.0,20.602142,0.0516
6200.0,1778.0,19.122554,0.05084
5171.0,1480.0,13.383546,0.02459
6110.0,1812.0,16.241841,0.03889
6213.0,1830.0,16.735037,0.0392
6110.0,1800.0,16.634156,0.03898
4675.0,972.0,11.960003,0.0378
4700.0,950.0,12.3,0.038
4675.0,1370.0,12.106,0.03781
6900.0,2190.0,18.94,0.0457
6400.0,1560.0,15.8,0.0506
5990.0,1671.0,14.90794433,0.041
6110.0,2508.0,17.127,0.01985
5475.0,1516.0,12.745,0.02918
5070.0,900.0,10.76064,0.075
6055.0,1140.0,12.162,0.0917
4430.0,770.0,10.53646,0.055
4800.0,960.0,10.20019,0.043
4900.0,992.0,11.09691,0.04375
5890.0,1496.0,15.793481,0.05885
5940.0,2043.0,15.008851,0.02851
6250.0,1414.0,13.67495645,0.065
6038.0,1001.0,11.444,0.09459
6410.0,1729.0,16.14096,0.05453
5650.0,1600.0,15.6926,0.0363
6360.0,2592.6,21.711833,0.0232
6360.0,2580.0,21.2971,0.0234
6250.0,2523.0,20.456425,0.02309
6300.0,2483.0,20.84874,0.0235
6450.0,1880.0,16.510857,0.0514
6459.0,2358.0,20.904785,0.02544
5740.0,1520.0,14.773462,0.04263
6050.0,1400.0,13.89916,0.0449
5800.0,1480.0,10.76064,0.0449
5620.0,1400.0,15.35633,0.052
5900.0,1100.0,10.42437,0.0628
5826.0,1531.0,17.127352,0.0557
5625.0,833.0,9.97601,0.1012
6030.0,1460.0,13.67498,0.0607
4686.0,682.0,10.09929161,0.0674
4775.0,763.0,9.75183,0.067
4686.0,1329.0,1.841,0.01833
5700.0,1790.0,13.56289,0.0345
6260.0,1742.0,15.46842,0.0661
6272.0,1590.0,12.21781,0.0494
5310.0,910.0,8.9672,0.062
6475.0,1872.0,13.89916,0.037
6475.0,2090.0,18.304297,0.0372
5260.0,1320.0,16.14096,0.0323
5900.0,1540.0,13.56289,0.0469
6010.0,2000.0,17.14977,0.0347
5200.0,1260.0,9.52765,0.0316
4900.0,1200.0,10.0881,0.0261
5702.0,1404.0,12.498035,0.0549
5460.0,940.0,8.092898,0.0845
5750.0,1855.0,15.24421375,0.024
6405.0,1676.0,15.782272,0.05165
6218.0,1460.0,11.99363,0.0694
5871.0,1290.0,12.66617,0.055
5914.0,1700.0,17.37395,0.048
4774.0,994.0,10.76062147,0.044
5660.0,1468.0,13.45077684,0.043
4910.0,970.0,5.71659,0.0453
4987.0,934.5,6.02802815,0.0458
6350.0,1590.0,11.99363,0.0517
6120.0,1850.0,15.46842,0.0538
5630.0,1389.0,13.652562,0.0415
5298.0,1119.0,12.21781,0.0452
6400.0,1557.0,12.811887,0.0673
5300.0,910.0,11.209,0.0871
5500.0,1638.0,13.473218,0.0266
5806.0,1610.0,12.643752,0.02818
5599.0,1624.0,14.12334,0.04823
6050.0,1270.0,7.06167,0.0641
7000.0,2329.0,17.71022,0.0365
6000.0,1340.0,16.8135,0.0519
6110.0,1604.0,14.616536,0.0681
6650.0,1771.0,22.317119,0.0515
5600.0,1422.0,12.285064,0.0337
5965.0,1642.0,10.98482,0.0504
6900.0,1740.0,17.59813,0.0694
5767.0,1842.0,14.403565,0.02508
5800.0,1880.0,13.4508,0.0248
6400.0,1490.0,14.5717,0.0559
6399.0,1528.0,16.10730527,0.05503
6229.0,1571.0,13.540472,0.04403
5941.0,1721.0,16.869545,0.0535
5017.0,1142.0,17.71022,0.03957
8640.0,2402.0,21.74546,0.0545
9360.0,2470.0,20.28829,0.0558
6400.0,2392.0,12.980022,0.02034
6432.0,2429.0,13.89913607,0.02024
6455.0,2413.0,13.036067,0.02043
6400.0,2400.0,14.6,0.02
6600.0,1540.0,13.89916,0.048
5839.0,1186.0,13.271456,0.05427
5638.0,1479.0,9.52765,0.0451
5313.0,1111.0,16.47723,0.04632
6000.0,1480.0,14.90797,0.0627
5900.0,1160.0,14.01125,0.0904
6850.0,1666.0,14.81827249,0.072
8000.0,3353.0,18.14733975,0.05053
5568.0,2520.0,15.602928,0.01634
5440.0,2067.0,15.636555,0.01616
5616.0,2113.0,15.86070769,0.01652
6400.0,1500.0,12.89035,0.0663
5910.0,1620.0,13.78707,0.0408
6078.0,1254.0,16.40994774,0.0676
6405.0,1693.0,15.47960235,0.047
6300.0,1522.0,10.31226224,0.063
6050.0,1665.0,14.44837612,0.065
5200.0,1300.0,12.52,0.03138
5200.0,1304.0,12.005,0.03138
5150.0,1281.0,11.690987,0.03033
5150.0,1281.0,11.690987,0.03033
5170.0,1286.0,11.915167,0.03092
5180.0,1311.0,12.116929,0.03144
5940.0,1379.0,16.388,0.06
5800.0,1340.0,14.156967,0.0516
6153.0,1502.0,13.439591,0.0489
6000.0,1430.0,12.55408,0.0468
6107.0,1772.0,14.605327,0.03635
5736.0,1210.0,13.977623,0.04819
5950.0,1660.0,14.79585452,0.04
6015.0,1650.0,13.630144,0.03966
6084.0,1473.0,15.177,0.0445
6150.0,1468.0,13.597,0.04469
6400.0,2028.0,16.297886,0.03187
6400.0,2020.0,15.871944,0.03185
6400.0,1960.0,14.68379,0.0317
7430.0,2723.0,18.819911,0.0259
7430.0,2781.7,17.855937,0.0239
5700.0,1250.0,13.675,0.0524
5959.0,1733.0,14.874343,0.02677
5880.0,1724.0,14.358729,0.02643
6200.0,1250.0,12.3,0.076
5485.0,1166.0,14.336311,0.04828
5540.0,1673.0,15.289076,0.02318
5500.0,1662.0,15.367539,0.02329
5500.0,1661.0,15.210613,0.02307
5546.0,1242.0,13.204202,0.041
5545.0,1244.0,13.22662,0.04
5315.0,1021.0,12.576498,0.0561
4500.0,1426.7,11.276254,0.01504
4400.0,1350.0,10.42,0.014
5420.0,1337.0,12.3299,0.03453
5410.0,1304.0,10.98482,0.03443
5150.0,1153.0,10.603714,0.03963
5100.0,1170.0,11.119328,0.0405
5600.0,1636.0,13.159366,0.02335
5920.0,2035.0,18.71903,0.0344
6000.0,1956.0,15.65,0.0332
5600.0,1400.0,13.428382,0.03873
5700.0,1706.0,12.184,0.0267
5700.0,1732.0,13.125739,0.02729
5770.0,1753.0,13.170575,0.0274
5880.0,1753.0,12.218,0.02683
5700.0,1732.0,13.047276,0.02714
5400.0,1394.84,13.069694,0.0293
5000.0,1315.0,14.24,0.0272
4953.0,1053.0,12.038466,0.04101
6100.0,1759.0,18.528,0.04987
6070.0,1300.0,14.964015,0.0558
5600.0,1216.0,12.24,0.05458
5600.0,1338.0,11.76945,0.03769
5600.0,1251.0,10.267,0.0386
5800.0,1270.0,15.36,0.0561
4650.0,670.0,8.687,0.0697
5375.0,1184.0,13.78707,0.0414
6105.0,1479.0,13.731025,0.05548
5900.0,1320.0,9.64,0.0531
6250.0,1624.4,13.56289,0.0521
6230.0,1475.3,15.02006,0.0571
5400.0,1689.0,14.247,0.02648
5600.0,1480.0,12.464,0.0334
5911.0,1490.0,13.9,0.06206
4715.0,963.0,9.113,0.04525
4700.0,963.0,11.847913,0.04525
6520.0,1530.0,15.401166,0.0624
6400.0,1487.0,14.90797,0.0617
6400.0,1502.0,15.277867,0.0619
6400.0,1379.0,10.256235,0.0618
5763.0,1387.0,13.047,0.04853
6059.0,2049.0,16.37,0.04619
6250.0,2210.0,14.24,0.03708
6036.0,1790.0,13.002,0.05512
5970.0,1910.0,17.48604,0.037
5984.0,1926.0,15.737436,0.03443
6100.0,1710.0,14.235,0.0375
6250.0,2160.0,20.51247,0.033
6329.0,2228.0,20.78145022,0.033
6366.0,2231.0,20.68056939,0.03304
5617.0,1715.0,13.78704626,0.02335
5500.0,1650.0,13.5,0.024
5500.0,1674.0,13.56289,0.02396
6100.0,2350.0,19.055,0.0362
6100.0,2469.7,23.09054,0.0367
6600.0,1716.2,17.14977,0.0519
6600.0,1900.0,23.43,0.0535
6600.0,1716.2,17.14974047,0.0519
5600.0,950.0,11.2,0.08
4143.0,825.0,11.197791,0.0344
4150.0,800.0,10.65,0.034
5870.0,1623.0,16.017661,0.03908
6490.0,2190.0,18.71903,0.0447
6480.0,2200.0,19.17,0.0448
5510.0,1120.0,11.65736,0.059
5280.0,833.0,10.939984,0.0775
5314.0,797.0,10.559,0.0771
6431.0,1772.0,19.055,0.06431
5130.0,1120.0,11.65736,0.0427
6430.0,1840.0,18.27067,0.0562
4920.0,1160.0,11.54527,0.037
6280.0,1871.0,16.376349,0.0348
6700.0,1942.0,17.900773,0.04211
6153.0,1604.0,19.28,0.055
5630.0,1570.0,13.56,0.03416
5540.0,1285.0,13.45,0.0453
5640.0,1555.0,12.67,0.03303
5525.0,1180.0,12.33,0.036
5473.0,1171.0,12.823096,0.03762
6180.0,1480.0,12.33,0.0717
4710.0,163.0,10.4,0.0204
575.0,450.0,10.468,8.0
6250.0,1500.0,16.7,0.047
5000.0,2000.0,15.277867,0.01855
4251.0,2198.0,11.5609626,0.0282
4591.0,2470.0,12.9934728,0.0234
3542.0,996.0,1.24,0.01
4716.0,790.0,2.043,0.05706
4716.0,789.0,2.043,0.05712
5750.0,1210.0,13.518054,0.04944
5340.0,1319.0,11.018447,0.03684
5340.0,1328.0,11.029656,0.03616
5340.0,1328.0,11.119328,0.03647
6429.0,1729.0,13.988832,0.04529
6397.0,1630.0,14.425983,0.05474
6397.0,1630.0,14.45961,0.05475
5510.0,1244.0,12.89035,0.0508
5430.0,1230.0,12.78,0.0515
5370.0,1203.0,12.206601,0.0494
6720.0,1577.0,23.20263,0.0815
6250.0,1743.0,15.389957,0.04421
8038.68,1650.0,16.8,8.9
5870.0,1147.0,2.06,0.06702
6037.0,1169.8,2.042,0.06839
